0.51879,33.729,63.412,Sad
1.3323,1.324,64.287,Sad
0.60254,1.7953,63.204,Sad
0.69679,3.4964,61.646,Sad
1.4208,2.961,60.926,Sad
0.63732,2.0989,61.699,Sad
0.35292,2.8728,61.832,Sad
2.1218,2.1203,61.033,Sad
0.96633,4.2342,59.24,Sad
0.99462,4.1719,59.111,Sad
0.029423,3.5872,58.936,Sad
0.71186,2.228,58.959,Sad
2.2747,6.3061,55.709,Sad
2.0007,66.835,57.528,Sad
0.61447,1.8926,55.876,Sad
1.1495,4.2183,55.668,Sad
2.1449,2.7027,54.486,Sad
5.0433,2.8408,55.499,Sad
0.46291,2.2821,54.839,Sad
0.24871,1.8082,53.111,Sad
7.5547,1.6527,52.494,Sad
0.39015,1.6887,53.793,Sad
0.64354,1.049,52.583,Sad
0.21943,1.5904,53.723,Sad
3.4778,2.9735,52.102,Sad
0.18393,2.37,51.096,Sad
0.18691,17.944,46.307,Sad
2.0762,2.5042,44.421,Sad
0.14812,3.3298,43.995,Sad
1.5523,3.2192,43.393,Sad
54.952,2.2847,53.488,Sad
2.0862,1.9284,54.12,Sad
0.13203,2.7578,51.696,Sad
0.66262,0.6252,45.002,Sad