1.0988,29.912,71.88,Sad
1.7764,1.6723,72.211,Sad
1.5259,1.2826,73.361,Sad
2.67,1.0184,72.602,Sad
0.27905,1.1665,72.79,Sad
0.81877,1.3674,71.871,Sad
4.8892,0.70751,72.863,Sad
0.35875,2.0428,72.028,Sad
0.47118,1.6775,72.107,Sad
4.5335,2.0373,71.381,Sad
2.9844,2.0717,72.089,Sad
0.12879,1.1729,72.062,Sad
1.9061,1.4317,71.445,Sad
1.9048,1.1798,70.998,Sad
2.6354,1.0525,71.802,Sad
0.73467,1.3141,70.737,Sad
0.15129,0.62502,70.635,Sad
2.6942,1.1616,69.945,Sad
1.0541,1.0291,70.55,Sad
0.3107,1.1209,70.569,Sad
2.8641,0.74051,69.912,Sad
1.9482,1.5389,70.307,Sad
0.86919,0.96869,70.351,Sad
1.0029,1.2666,69.744,Sad
2.3827,2.2036,69.826,Sad
1.1013,0.89176,69.673,Sad
1.9528,1.5279,69.564,Sad
1.8128,2.3224,69.244,Sad
0.6504,0.91686,69.235,Sad
3.1105,2.2428,69.041,Sad
1.4652,2.1262,69.585,Sad
0.0054258,2.0724,69.112,Sad
2.1568,3.6876,69.162,Sad
0.54487,1.4283,69.205,Sad
1.1385,0.94216,69.256,Sad
2.1727,2.2624,69.172,Sad
4.0362,1.3956,68.66,Sad
0.44213,1.2678,69.167,Sad
1.4767,1.8227,69.085,Sad
0.50803,2.1046,68.886,Sad
1.5982,1.2201,68.635,Sad
3.9981,1.5315,68.609,Sad
2.6083,2.1282,68.666,Sad
1.1074,1.4121,68.463,Sad
1.8243,1.6459,68.27,Sad
3.0546,1.0518,68.462,Sad
2.6117,2.4097,68.123,Sad
0.44769,3.4105,67.724,Sad