0.13321,41.491,46.243,Tender
0.61367,135.31,62.112,Tender
0.86824,11.496,60.31,Tender
1.7655,86.361,65.651,Tender
0.081825,8.8344,65.422,Tender
1.3271,6.1361,67.54,Tender
1.3453,7.1743,70.581,Tender
0.22681,3.7637,74.367,Tender
0.67016,2.3419,74.488,Tender
6.7398,2.7999,80.489,Tender
0.32813,5.9259,80.878,Tender
1.0846,5.7211,82.67,Tender
3.9805,2.2198,83.55,Tender
0.071783,4.9091,83.356,Tender
0.39499,3.9989,85.993,Tender
0.17044,1.7944,89.142,Tender
3.2442,7.8057,90.853,Tender
1.243,1.5169,92.898,Tender
0.21198,1.9914,91.949,Tender
2.8935,2.4799,94.15,Tender
1.0061,2.4611,95.867,Tender
0.20168,1.8299,95.927,Tender
1.0504,1.3481,96.554,Tender
1.8503,1.723,99.601,Tender
0.1226,2.2963,98.109,Tender
1.0367,1.1831,98.612,Tender
18.432,1.8294,101.3,Tender
2.1519,2.2614,100.17,Tender
0.56885,1.4794,101.38,Tender
1.2957,1.8952,100.34,Tender
4.3466,2.2343,101.26,Tender
3.4215,2.1461,101.25,Tender
0.29488,3.1898,100.97,Tender
0.79271,2.2968,101.03,Tender
0.38639,3.6029,103.36,Tender
5.3618,3.2428,104.98,Tender
2.2448,0.89848,103.14,Tender
2.2232,1.2775,103.77,Tender
1.3301,1.9719,103.88,Tender
10.455,0,104.96,Tender
3.3482,0,103.34,Tender
7.0947,0,101.75,Tender
7.85,0,101.31,Tender
7.2322,0,106,Tender
7.3582,0,102.78,Tender
2.2302,0,103.58,Tender
5.2577,0,102.22,Tender